#name (cmd = mergePeaks -d 200 Elba1_ChIPnexus_sumit_q10.bed Elba2_ChIPnexus_sumit_q5.bed Elba3_ChIPnexus_sumit_q10.bed Insv_ChIPnexus_sumit_q10.bed -venn chipseq_200_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	Elba1_ChIPnexus_sumit_q10.bed	Elba2_ChIPnexus_sumit_q5.bed	Elba3_ChIPnexus_sumit_q10.bed	Insv_ChIPnexus_sumit_q10.bed
Merged-chr2L-2380887-1	chr2L	2380787	2380987	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_272
Merged-chr2L-6356841-1	chr2L	6356741	6356941	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_750b
Merged-chr2L-6357115-1	chr2L	6357015	6357215	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_750c
Merged-chr2L-2420577-1	chr2L	2420477	2420677	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_277
Merged-chr3L-15828531-1	chr3L	15828431	15828631	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7512
Merged-chr3L-15830580-1	chr3L	15830480	15830680	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7513
Merged-chr3L-15948165-1	chr3L	15948065	15948265	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7519
Merged-chr3R-22791607-1	chr3R	22791507	22791707	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11508a
Merged-chr3R-22792065-1	chr3R	22791965	22792165	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11508e
Merged-chr3R-13996558-1	chr3R	13996458	13996658	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10467e
Merged-chr2L-2767858-1	chr2L	2767758	2767958	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_299
Merged-chr3L-16035962-1	chr3L	16035862	16036062	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7539
Merged-chr3R-12760171-1	chr3R	12760071	12760271	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10308b
Merged-chr3L-16121629-1	chr3L	16121529	16121729	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7557
Merged-chr3L-16204329-1	chr3L	16204229	16204429	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7565
Merged-chr3L-16253184-1	chr3L	16253084	16253284	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7571
Merged-chr3L-16923785-2	chr3L	16923651	16923920	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7690a,Insv_ChIPnexus_peak_7690b
Merged-chr3L-16275479-1	chr3L	16275379	16275579	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7575
Merged-chr3L-16286309-1	chr3L	16286209	16286409	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7577
Merged-chr3R-1753739-1	chr3R	1753639	1753839	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8892b
Merged-chr3L-16004939-2	chr3L	16004800	16005078	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7530a,Insv_ChIPnexus_peak_7530b
Merged-chr3L-16328153-1	chr3L	16328053	16328253	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7586
Merged-chr3L-16341104-1	chr3L	16341004	16341204	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7587
Merged-chr3L-16345052-1	chr3L	16344952	16345152	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7588
Merged-chr3R-10133928-2	chr3R	10133752	10134104	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_9935b,Insv_ChIPnexus_peak_9935c
Merged-chr3L-8002431-1	chr3L	8002331	8002531	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6490a
Merged-chr3L-16394981-1	chr3L	16394881	16395081	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7598
Merged-chr3L-8045827-1	chr3L	8045727	8045927	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6491a
Merged-chr3R-1821283-1	chr3R	1821183	1821383	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8895b
Merged-chr2R-18882119-2	chr2R	18881952	18882286	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_5131a,Insv_ChIPnexus_peak_5131b
Merged-chrX-9394145-1	chrX	9394045	9394245	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13500b
Merged-chr2R-18889571-2	chr2R	18889437	18889705	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_5132a,Insv_ChIPnexus_peak_5132b
Merged-chrX-11219352-1	chrX	11219252	11219452	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13661a
Merged-chr2L-11971028-3	chr2L	11970757	11971282	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	3				Insv_ChIPnexus_peak_1540a,Insv_ChIPnexus_peak_1540c,Insv_ChIPnexus_peak_1540d
Merged-chr3L-8059245-2	chr3L	8059101	8059390	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_6496a,Insv_ChIPnexus_peak_6496b
Merged-chr3L-8059974-1	chr3L	8059874	8060074	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6496f
Merged-chr3L-8060714-1	chr3L	8060614	8060814	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6496j
Merged-chr3R-20381017-1	chr3R	20380917	20381117	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11260b
Merged-chr2R-9654673-1	chr2R	9654573	9654773	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3946b
Merged-chr3L-6543337-2	chr3L	6543210	6543465	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_6339a,Insv_ChIPnexus_peak_6339b
Merged-chrX-513334-1	chrX	513234	513434	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12465a
Merged-chrX-514091-4	chrX	513870	514328	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	4				Insv_ChIPnexus_peak_12465d,Insv_ChIPnexus_peak_12465e,Insv_ChIPnexus_peak_12465f,Insv_ChIPnexus_peak_12465g
Merged-chrX-9494411-2	chrX	9494270	9494552	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_13507a,Insv_ChIPnexus_peak_13507b
Merged-chr3R-11117604-1	chr3R	11117504	11117704	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10063c
Merged-chr3R-20397782-1	chr3R	20397682	20397882	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11265b
Merged-chr3R-20405873-1	chr3R	20405773	20405973	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11266b
Merged-chr2L-12004066-1	chr2L	12003966	12004166	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1548a
Merged-chrU-2602273-2	chrU	2602132	2602415	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_12308c,Insv_ChIPnexus_peak_12308d
Merged-chr2R-6774229-1	chr2R	6774129	6774329	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3501
Merged-chr2R-6995061-1	chr2R	6994961	6995161	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3513
Merged-chr2R-7126838-1	chr2R	7126738	7126938	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3534
Merged-chr2R-7151571-1	chr2R	7151471	7151671	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3536
Merged-chr2R-7153579-1	chr2R	7153479	7153679	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3537
Merged-chr2R-7284903-1	chr2R	7284803	7285003	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3559
Merged-chr2R-7295829-1	chr2R	7295729	7295929	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3562
Merged-chr2R-7298433-1	chr2R	7298333	7298533	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3564
Merged-chr2R-7413036-1	chr2R	7412936	7413136	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3579
Merged-chr3L-22993902-2	chr3L	22993767	22994037	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_8493a,Insv_ChIPnexus_peak_8493b
Merged-chr3L-13068744-2	chr3L	13068616	13068872	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7131a,Insv_ChIPnexus_peak_7131b
Merged-chr2R-7469661-1	chr2R	7469561	7469761	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3591
Merged-chr2R-7482419-1	chr2R	7482319	7482519	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3594
Merged-chr3L-4134008-2	chr3L	4133886	4134130	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_6091a,Insv_ChIPnexus_peak_6091b
Merged-chr3R-6651482-1	chr3R	6651382	6651582	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9537b
Merged-chr2R-15579548-2	chr2R	15579378	15579718	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_4743a,Insv_ChIPnexus_peak_4743b
Merged-chr3L-21673154-1	chr3L	21673054	21673254	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8337b
Merged-chr3R-26714884-2	chr3R	26714720	26715049	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_11910a,Insv_ChIPnexus_peak_11910b
Merged-chr2R-15587264-2	chr2R	15587120	15587408	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_4744a,Insv_ChIPnexus_peak_4744b
Merged-chr3R-26724492-1	chr3R	26724392	26724592	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11911a
Merged-chr3R-21319172-1	chr3R	21319072	21319272	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11403
Merged-chr3R-21319765-1	chr3R	21319665	21319865	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11405
Merged-chr3L-14482146-1	chr3L	14482046	14482246	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7297d
Merged-chr3R-21354761-1	chr3R	21354661	21354861	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11408
Merged-chr3L-21699448-1	chr3L	21699348	21699548	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8339a
Merged-chr3L-21699937-2	chr3L	21699789	21700085	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_8339c,Insv_ChIPnexus_peak_8339d
Merged-chr3L-14482612-2	chr3L	14482475	14482749	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7298a,Insv_ChIPnexus_peak_7298b
Merged-chr3R-21452938-1	chr3R	21452838	21453038	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11416
Merged-chr3R-21454557-1	chr3R	21454457	21454657	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11417
Merged-chr3L-4161154-1	chr3L	4161054	4161254	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6097c
Merged-chr3L-3127784-2	chr3L	3127624	3127944	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_5949c,Insv_ChIPnexus_peak_5949d
Merged-chr2L-8889027-1	chr2L	8888927	8889127	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1142c
Merged-chr2L-19378780-1	chr2L	19378680	19378880	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2344c
Merged-chr2R-15614877-1	chr2R	15614777	15614977	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4748b
Merged-chrX-7642520-2	chrX	7642352	7642688	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_13265c,Insv_ChIPnexus_peak_13265d
Merged-chr2L-8936692-2	chr2L	8936527	8936858	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_1143a,Insv_ChIPnexus_peak_1143b
Merged-chr3L-4167276-1	chr3L	4167176	4167376	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6099a
Merged-chr3R-16117902-1	chr3R	16117802	16118002	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10714b
Merged-chrX-7737149-1	chrX	7737049	7737249	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13266a
Merged-chr2L-8938129-1	chr2L	8938029	8938229	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1144d
Merged-chr3R-21867391-1	chr3R	21867291	21867491	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11459
Merged-chr3R-21883990-1	chr3R	21883890	21884090	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11463
Merged-chr3R-21904673-1	chr3R	21904573	21904773	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11465
Merged-chr3R-22239591-1	chr3R	22239491	22239691	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11469
Merged-chr3R-22392652-1	chr3R	22392552	22392752	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11476
Merged-chr3R-16134632-1	chr3R	16134532	16134732	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10717a
Merged-chrX-15654727-1	chrX	15654627	15654827	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14145b
Merged-chr3R-22624799-1	chr3R	22624699	22624899	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11485
Merged-chr3R-16135000-1	chr3R	16134900	16135100	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10718a
Merged-chr3RHet-1955794-1	chr3RHet	1955694	1955894	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12068b
Merged-chr3R-22720684-1	chr3R	22720584	22720784	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11497
Merged-chr3R-17313692-1	chr3R	17313592	17313792	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10879b
Merged-chrX-15657107-1	chrX	15657007	15657207	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14147c
Merged-chr2L-8952548-2	chr2L	8952362	8952735	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_1149d,Insv_ChIPnexus_peak_1149e
Merged-chr2L-8952968-1	chr2L	8952868	8953068	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1149f
Merged-chr3L-19074686-2	chr3L	19074546	19074827	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7940b,Insv_ChIPnexus_peak_7940c
Merged-chr3R-3931097-1	chr3R	3930997	3931197	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9134b
Merged-chr3L-9961533-1	chr3L	9961433	9961633	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6744a
Merged-chr3L-19131364-1	chr3L	19131264	19131464	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7947a
Merged-chr3L-19133590-2	chr3L	19133449	19133732	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7948a,Insv_ChIPnexus_peak_7948b
Merged-chr2R-12474414-1	chr2R	12474314	12474514	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4343a
Merged-chr2L-2798112-1	chr2L	2798012	2798212	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_301
Merged-chr2L-2800698-1	chr2L	2800598	2800798	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_304
Merged-chr2L-2808132-1	chr2L	2808032	2808232	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_306
Merged-chr2R-3953071-2	chr2R	3952927	3953215	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_3142a,Insv_ChIPnexus_peak_3142b
Merged-chr3L-20303035-3	chr3L	20302877	20303195	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	3				Insv_ChIPnexus_peak_8098b,Insv_ChIPnexus_peak_8098c,Insv_ChIPnexus_peak_8098d
Merged-chr2L-2856081-1	chr2L	2855981	2856181	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_312
Merged-chrX-4260397-2	chrX	4260257	4260537	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_12874a,Insv_ChIPnexus_peak_12874b
Merged-chr2L-167079-1	chr2L	166979	167179	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_31d
Merged-chr2L-2886207-1	chr2L	2886107	2886307	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_323
Merged-chrX-4305423-1	chrX	4305323	4305523	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12875a
Merged-chr2L-2957239-1	chr2L	2957139	2957339	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_336
Merged-chr2R-12482359-2	chr2R	12482228	12482490	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_4347a,Insv_ChIPnexus_peak_4347b
Merged-chr2L-2999961-1	chr2L	2999861	3000061	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_348
Merged-chr2L-3029233-1	chr2L	3029133	3029333	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_353
Merged-chr2L-3095079-1	chr2L	3094979	3095179	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_363
Merged-chr2L-3108463-1	chr2L	3108363	3108563	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_364
Merged-chr2L-3144910-1	chr2L	3144810	3145010	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_366
Merged-chr3L-3417926-1	chr3L	3417826	3418026	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6000
Merged-chr3L-3457122-1	chr3L	3457022	3457222	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6005
Merged-chr3L-16463314-1	chr3L	16463214	16463414	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7613
Merged-chr3L-16476712-1	chr3L	16476612	16476812	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7615
Merged-chr3L-16477299-1	chr3L	16477199	16477399	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7616
Merged-chr3L-16487048-1	chr3L	16486948	16487148	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7619
Merged-chr3L-16489758-1	chr3L	16489658	16489858	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7621
Merged-chr3L-16556623-1	chr3L	16556523	16556723	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7622
Merged-chr2L-5270422-2	chr2L	5270271	5270574	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_601a,Insv_ChIPnexus_peak_601b
Merged-chr2L-5271063-2	chr2L	5270883	5271244	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_601d,Insv_ChIPnexus_peak_601e
Merged-chr2L-5271392-1	chr2L	5271292	5271492	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_601f
Merged-chr3L-3616521-1	chr3L	3616421	3616621	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6022
Merged-chr3R-12795466-2	chr3R	12795334	12795599	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_10317b,Insv_ChIPnexus_peak_10317c
Merged-chr2L-3470038-1	chr2L	3469938	3470138	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_399
Merged-chr3L-16584065-1	chr3L	16583965	16584165	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7632
