#name (cmd = mergePeaks -d 100 Elba1_ChIPnexus_sumit_q10.bed Elba2_ChIPnexus_sumit_q5.bed Elba3_ChIPnexus_sumit_q10.bed Insv_ChIPnexus_sumit_q10.bed -venn chipseq_100_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	Elba1_ChIPnexus_sumit_q10.bed	Elba2_ChIPnexus_sumit_q5.bed	Elba3_ChIPnexus_sumit_q10.bed	Insv_ChIPnexus_sumit_q10.bed
Merged-chr2R-12459762-2	chr2R	12459673	12459852	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_4336a,Insv_ChIPnexus_peak_4336b
Merged-chr3L-162062-1	chr3L	162012	162112	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5538a
Merged-chr3L-162312-1	chr3L	162262	162362	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5538b
Merged-chr3R-24865103-1	chr3R	24865053	24865153	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11664b
Merged-chrX-2479342-2	chrX	2479257	2479427	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_12706a,Insv_ChIPnexus_peak_12706b
Merged-chr2R-3936025-1	chr2R	3935975	3936075	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3136b
Merged-chr3R-12724014-1	chr3R	12723964	12724064	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10303a
Merged-chr3R-12724197-1	chr3R	12724147	12724247	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10303b
Merged-chr2L-2221185-1	chr2L	2221135	2221235	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_258
Merged-chr3R-12725241-1	chr3R	12725191	12725291	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10303h
Merged-chr3R-12725683-1	chr3R	12725633	12725733	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10303i
Merged-chr2L-2357364-1	chr2L	2357314	2357414	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_266
Merged-chr3L-15801980-1	chr3L	15801930	15802030	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7504
Merged-chr2R-5313957-1	chr2R	5313907	5314007	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3299b
Merged-chr2L-2380887-1	chr2L	2380837	2380937	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_272
Merged-chr2L-6356841-1	chr2L	6356791	6356891	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_750b
Merged-chr2L-6357115-1	chr2L	6357065	6357165	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_750c
Merged-chr3R-12744585-1	chr3R	12744535	12744635	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10305f
Merged-chr2L-2420577-1	chr2L	2420527	2420627	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_277
Merged-chr3R-12744696-1	chr3R	12744646	12744746	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10305g
Merged-chr3L-15828531-1	chr3L	15828481	15828581	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7512
Merged-chr3L-15830580-1	chr3L	15830530	15830630	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7513
Merged-chr3L-15948165-1	chr3L	15948115	15948215	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7519
Merged-chr3R-22791607-1	chr3R	22791557	22791657	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11508a
Merged-chr3R-22792065-1	chr3R	22792015	22792115	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11508e
Merged-chr3R-13996558-1	chr3R	13996508	13996608	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10467e
Merged-chr2L-2767858-1	chr2L	2767808	2767908	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_299
Merged-chr3L-16035962-1	chr3L	16035912	16036012	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7539
Merged-chr3R-12760171-1	chr3R	12760121	12760221	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10308b
Merged-chr3L-16121629-1	chr3L	16121579	16121679	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7557
Merged-chr3L-16204329-1	chr3L	16204279	16204379	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7565
Merged-chr3L-16253184-1	chr3L	16253134	16253234	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7571
Merged-chr3L-16923785-2	chr3L	16923701	16923870	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7690a,Insv_ChIPnexus_peak_7690b
Merged-chr3L-16275479-1	chr3L	16275429	16275529	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7575
Merged-chr3L-16286309-1	chr3L	16286259	16286359	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7577
Merged-chr3R-1753739-1	chr3R	1753689	1753789	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8892b
Merged-chr3L-16004939-2	chr3L	16004850	16005028	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7530a,Insv_ChIPnexus_peak_7530b
Merged-chr3L-16328153-1	chr3L	16328103	16328203	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7586
Merged-chr3L-16341104-1	chr3L	16341054	16341154	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7587
Merged-chr3L-16345052-1	chr3L	16345002	16345102	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7588
Merged-chr3R-10133852-1	chr3R	10133802	10133902	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9935b
Merged-chr3R-10134004-1	chr3R	10133954	10134054	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9935c
Merged-chr3L-8002431-1	chr3L	8002381	8002481	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6490a
Merged-chr3L-16394981-1	chr3L	16394931	16395031	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7598
Merged-chr3L-8045827-1	chr3L	8045777	8045877	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6491a
Merged-chr3R-1821283-1	chr3R	1821233	1821333	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8895b
Merged-chr2R-18882052-1	chr2R	18882002	18882102	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5131a
Merged-chr2R-18882186-1	chr2R	18882136	18882236	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5131b
Merged-chrX-9394145-1	chrX	9394095	9394195	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13500b
Merged-chr2R-18889571-2	chr2R	18889487	18889655	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_5132a,Insv_ChIPnexus_peak_5132b
Merged-chrX-11219352-1	chrX	11219302	11219402	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13661a
Merged-chr2L-11970857-1	chr2L	11970807	11970907	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1540a
Merged-chr2L-11971046-1	chr2L	11970996	11971096	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1540c
Merged-chr2L-11971182-1	chr2L	11971132	11971232	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1540d
Merged-chr3L-8059245-2	chr3L	8059151	8059340	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_6496a,Insv_ChIPnexus_peak_6496b
Merged-chr3L-8059974-1	chr3L	8059924	8060024	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6496f
Merged-chr3L-8060714-1	chr3L	8060664	8060764	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6496j
Merged-chr3R-20381017-1	chr3R	20380967	20381067	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11260b
Merged-chr2R-9654673-1	chr2R	9654623	9654723	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3946b
Merged-chr3L-6543337-2	chr3L	6543260	6543415	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_6339a,Insv_ChIPnexus_peak_6339b
Merged-chrX-513334-1	chrX	513284	513384	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12465a
Merged-chrX-513999-2	chrX	513920	514078	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_12465d,Insv_ChIPnexus_peak_12465e
Merged-chrX-514183-2	chrX	514089	514278	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_12465f,Insv_ChIPnexus_peak_12465g
Merged-chrX-9494411-2	chrX	9494320	9494502	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_13507a,Insv_ChIPnexus_peak_13507b
Merged-chr3R-11117604-1	chr3R	11117554	11117654	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10063c
Merged-chr3R-20397782-1	chr3R	20397732	20397832	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11265b
Merged-chr3R-20405873-1	chr3R	20405823	20405923	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11266b
Merged-chr2L-12004066-1	chr2L	12004016	12004116	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1548a
Merged-chrU-2602273-2	chrU	2602182	2602365	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_12308c,Insv_ChIPnexus_peak_12308d
Merged-chr2R-6774229-1	chr2R	6774179	6774279	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3501
Merged-chr2R-6995061-1	chr2R	6995011	6995111	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3513
Merged-chr2R-7126838-1	chr2R	7126788	7126888	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3534
Merged-chr2R-7151571-1	chr2R	7151521	7151621	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3536
Merged-chr2R-7153579-1	chr2R	7153529	7153629	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3537
Merged-chr2R-7284903-1	chr2R	7284853	7284953	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3559
Merged-chr2R-7295829-1	chr2R	7295779	7295879	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3562
Merged-chr2R-7298433-1	chr2R	7298383	7298483	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3564
Merged-chr2R-7363071-1	chr2R	7363021	7363121	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3574
Merged-chr2R-7413036-1	chr2R	7412986	7413086	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3579
Merged-chr3L-22993902-2	chr3L	22993817	22993987	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_8493a,Insv_ChIPnexus_peak_8493b
Merged-chr3L-13068744-2	chr3L	13068666	13068822	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7131a,Insv_ChIPnexus_peak_7131b
Merged-chr2R-7469661-1	chr2R	7469611	7469711	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3591
Merged-chr2R-7482419-1	chr2R	7482369	7482469	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_3594
Merged-chr3L-4134008-2	chr3L	4133936	4134080	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_6091a,Insv_ChIPnexus_peak_6091b
Merged-chr3R-6651482-1	chr3R	6651432	6651532	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9537b
Merged-chr2R-15579478-1	chr2R	15579428	15579528	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4743a
Merged-chr2R-15579618-1	chr2R	15579568	15579668	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4743b
Merged-chr3L-21673154-1	chr3L	21673104	21673204	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8337b
Merged-chr3R-26714820-1	chr3R	26714770	26714870	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11910a
Merged-chr3R-26714949-1	chr3R	26714899	26714999	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11910b
Merged-chr2R-15587264-2	chr2R	15587170	15587358	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_4744a,Insv_ChIPnexus_peak_4744b
Merged-chr3R-26724492-1	chr3R	26724442	26724542	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11911a
Merged-chr3R-21319172-1	chr3R	21319122	21319222	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11403
Merged-chr3R-21319765-1	chr3R	21319715	21319815	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11405
Merged-chr3L-14482146-1	chr3L	14482096	14482196	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7297d
Merged-chr3R-21354761-1	chr3R	21354711	21354811	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11408
Merged-chr3L-21699448-1	chr3L	21699398	21699498	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_8339a
Merged-chr3L-21699937-2	chr3L	21699839	21700035	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_8339c,Insv_ChIPnexus_peak_8339d
Merged-chr3L-14482612-2	chr3L	14482525	14482699	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7298a,Insv_ChIPnexus_peak_7298b
Merged-chr3R-21452938-1	chr3R	21452888	21452988	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11416
Merged-chr3R-21454557-1	chr3R	21454507	21454607	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11417
Merged-chr3L-4161154-1	chr3L	4161104	4161204	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6097c
Merged-chr3L-3127724-1	chr3L	3127674	3127774	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5949c
Merged-chr3L-3127844-1	chr3L	3127794	3127894	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_5949d
Merged-chr2L-8889027-1	chr2L	8888977	8889077	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1142c
Merged-chr2L-19378780-1	chr2L	19378730	19378830	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_2344c
Merged-chr2R-15614877-1	chr2R	15614827	15614927	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4748b
Merged-chrX-7642452-1	chrX	7642402	7642502	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13265c
Merged-chrX-7642588-1	chrX	7642538	7642638	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13265d
Merged-chr2L-8936627-1	chr2L	8936577	8936677	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1143a
Merged-chr2L-8936758-1	chr2L	8936708	8936808	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1143b
Merged-chr3L-4167276-1	chr3L	4167226	4167326	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6099a
Merged-chr3R-16117902-1	chr3R	16117852	16117952	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10714b
Merged-chrX-7737149-1	chrX	7737099	7737199	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_13266a
Merged-chr2L-8938129-1	chr2L	8938079	8938179	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1144d
Merged-chr3R-21867391-1	chr3R	21867341	21867441	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11459
Merged-chr3R-21883990-1	chr3R	21883940	21884040	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11463
Merged-chr3R-21904673-1	chr3R	21904623	21904723	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11465
Merged-chr3R-22239591-1	chr3R	22239541	22239641	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11469
Merged-chr3R-22392652-1	chr3R	22392602	22392702	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11476
Merged-chr3R-16134632-1	chr3R	16134582	16134682	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10717a
Merged-chrX-15654727-1	chrX	15654677	15654777	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14145b
Merged-chr3R-22624799-1	chr3R	22624749	22624849	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11485
Merged-chr3R-16135000-1	chr3R	16134950	16135050	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10718a
Merged-chr3RHet-1955794-1	chr3RHet	1955744	1955844	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12068b
Merged-chr3R-16135400-1	chr3R	16135350	16135450	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10718d
Merged-chr3R-22720684-1	chr3R	22720634	22720734	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_11497
Merged-chr3R-17313692-1	chr3R	17313642	17313742	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10879b
Merged-chrX-15657107-1	chrX	15657057	15657157	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_14147c
Merged-chr2L-8952462-1	chr2L	8952412	8952512	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1149d
Merged-chr2L-8952635-1	chr2L	8952585	8952685	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1149e
Merged-chr2L-8952968-1	chr2L	8952918	8953018	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_1149f
Merged-chr3L-19074686-2	chr3L	19074596	19074777	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7940b,Insv_ChIPnexus_peak_7940c
Merged-chr3R-3931097-1	chr3R	3931047	3931147	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_9134b
Merged-chr3L-9961533-1	chr3L	9961483	9961583	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_6744a
Merged-chr3L-19131364-1	chr3L	19131314	19131414	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_7947a
Merged-chr3L-19133590-2	chr3L	19133499	19133682	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_7948a,Insv_ChIPnexus_peak_7948b
Merged-chr2R-12474414-1	chr2R	12474364	12474464	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_4343a
Merged-chr2L-2798112-1	chr2L	2798062	2798162	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_301
Merged-chr2L-2800698-1	chr2L	2800648	2800748	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_304
Merged-chr2L-2808132-1	chr2L	2808082	2808182	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_306
Merged-chr2R-3953071-2	chr2R	3952977	3953165	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_3142a,Insv_ChIPnexus_peak_3142b
Merged-chr3L-20303035-3	chr3L	20302927	20303145	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	3				Insv_ChIPnexus_peak_8098b,Insv_ChIPnexus_peak_8098c,Insv_ChIPnexus_peak_8098d
Merged-chr2L-2856081-1	chr2L	2856031	2856131	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_312
Merged-chrX-4260397-2	chrX	4260307	4260487	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_12874a,Insv_ChIPnexus_peak_12874b
Merged-chr2L-167079-1	chr2L	167029	167129	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_31d
Merged-chr2L-2886207-1	chr2L	2886157	2886257	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_323
Merged-chrX-4305423-1	chrX	4305373	4305473	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_12875a
Merged-chr2L-2957239-1	chr2L	2957189	2957289	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_336
Merged-chr2R-12482359-2	chr2R	12482278	12482440	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	2				Insv_ChIPnexus_peak_4347a,Insv_ChIPnexus_peak_4347b
Merged-chr2L-2999961-1	chr2L	2999911	3000011	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_348
Merged-chr2L-3029233-1	chr2L	3029183	3029283	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_353
Merged-chr3R-12786213-1	chr3R	12786163	12786263	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_10314b
Merged-chr2L-3095079-1	chr2L	3095029	3095129	+	0.000000	Insv_ChIPnexus_sumit_q10.bed	1				Insv_ChIPnexus_peak_363
